gzip_f2b,0.0502,0.0915,0.0502,0.0940,0.0313,0.0767,0.0197,0.0533,0.0132,0.0416
gcc_m2b,0.0303,0.2007,0.0303,0.1998,0.0170,0.2001,0.0104,0.1068,0.0072,0.0589
mesa_f2b,0.0239,0.0289,0.0239,0.0283,0.0129,0.0180,0.0074,0.0104,0.0045,0.0086
gap_m2b,0.0112,0.0800,0.0112,0.0759,0.0069,0.0638,0.0055,0.0360,0.0039,0.0215
