

basicmath_small 0
Instructions,1358813317.0
InstructionsR,537154054.0
InstructionsI,760053753.0
InstructionsJ,61605510.0
CPI,-1.36426
DataHazards,348327097.0
ControlHazards,151639479.0
Stalls,1082378596.0
DataStalls,504249139.0
ControlStalls,454918437.0
JumpStalls,123211020.0
Branches,151639479.0
CorrectBranches,0.0
IncorrectBranches,0.0


fft_inv_small 10
Data L1 Read,34321
Data L1 Total Read,1.74796e+08
Data L1 Write,41406
Data L1 Total Write,1.557e+08
Data L2 Read,4278
Data L2 Total Read,34321
Data L2 Write,3570
Data L2 Total Write,12000
Instruction L1,13405
Instruction L1 Total,1.35881e+09
Instruction L2,4183
Instruction L2 Total,13405
Cycles,2146705518.0
Instructions,1358813317.0
InstructionsR,537154054.0
InstructionsI,760053753.0
InstructionsJ,61605510.0
CPI,1.57984
DataHazards,348327097.0
ControlHazards,53477346.0
Stalls,787892197.0
DataStalls,504249139.0
ControlStalls,160432038.0
JumpStalls,123211020.0
Branches,151639479.0
CorrectBranches,98162133.0
IncorrectBranches,53477346.0


fft_inv_small 11
Data L1 Read,34321
Data L1 Total Read,1.74796e+08
Data L1 Write,41406
Data L1 Total Write,1.557e+08
Data L2 Read,4278
Data L2 Total Read,34321
Data L2 Write,3570
Data L2 Total Write,12000
Instruction L1,13405
Instruction L1 Total,1.35881e+09
Instruction L2,4183
Instruction L2 Total,13405
Cycles,2147130331.0
Instructions,1358813317.0
InstructionsR,537154054.0
InstructionsI,760053753.0
InstructionsJ,61605510.0
CPI,1.58015
DataHazards,348327097.0
ControlHazards,49918313.0
Stalls,788317010.0
DataStalls,504249139.0
ControlStalls,160856851.0
JumpStalls,123211020.0
Branches,151639479.0
CorrectBranches,101721166.0
IncorrectBranches,49918313.0


fft_inv_small 12
Data L1 Read,34321
Data L1 Total Read,1.74796e+08
Data L1 Write,41406
Data L1 Total Write,1.557e+08
Data L2 Read,4278
Data L2 Total Read,34321
Data L2 Write,3570
Data L2 Total Write,12000
Instruction L1,13405
Instruction L1 Total,1.35881e+09
Instruction L2,4183
Instruction L2 Total,13405
Cycles,1946170982.0
Instructions,1358813317.0
InstructionsR,537154054.0
InstructionsI,760053753.0
InstructionsJ,61605510.0
CPI,1.43226
DataHazards,596207040.0
ControlHazards,53477346.0
Stalls,1266764320.0
DataStalls,983121262.0
ControlStalls,160432038.0
JumpStalls,123211020.0
Branches,151639479.0
CorrectBranches,98162133.0
IncorrectBranches,53477346.0


fft_inv_small 13
Data L1 Read,34321
Data L1 Total Read,1.74796e+08
Data L1 Write,41406
Data L1 Total Write,1.557e+08
Data L2 Read,4278
Data L2 Total Read,34321
Data L2 Write,3570
Data L2 Total Write,12000
Instruction L1,13405
Instruction L1 Total,1.35881e+09
Instruction L2,4183
Instruction L2 Total,13405
Cycles,1946595795.0
Instructions,1358813317.0
InstructionsR,537154054.0
InstructionsI,760053753.0
InstructionsJ,61605510.0
CPI,1.43257
DataHazards,596207040.0
ControlHazards,49918313.0
Stalls,1267189133.0
DataStalls,983121262.0
ControlStalls,160856851.0
JumpStalls,123211020.0
Branches,151639479.0
CorrectBranches,101721166.0
IncorrectBranches,49918313.0


fft_small 0
Data L1 Read,1082
Data L1 Total Read,6.83317e+07
Data L1 Write,18112
Data L1 Total Write,6.15336e+07
Data L2 Read,507
Data L2 Total Read,1082
Data L2 Write,180
Data L2 Total Write,208
Instruction L1,11971
Instruction L1 Total,5.39993e+08
Instruction L2,3961
Instruction L2 Total,11971
Cycles,970055700.0
Instructions,539993292.0
InstructionsR,214308458.0
InstructionsI,301379147.0
InstructionsJ,24305687.0
CPI,1.79642
DataHazards,138137012.0
ControlHazards,60440259.0
Stalls,430062404.0
DataStalls,200130253.0
ControlStalls,181320777.0
JumpStalls,48611374.0
Branches,60440259.0
CorrectBranches,0.0
IncorrectBranches,0.0


fft_small 1
Data L1 Read,1082
Data L1 Total Read,6.83317e+07
Data L1 Write,18112
Data L1 Total Write,6.15336e+07
Data L2 Read,507
Data L2 Total Read,1082
Data L2 Write,180
Data L2 Total Write,208
Instruction L1,11971
Instruction L1 Total,5.39993e+08
Instruction L2,3961
Instruction L2 Total,11971
Cycles,890108441.0
Instructions,539993292.0
InstructionsR,214308458.0
InstructionsI,301379147.0
InstructionsJ,24305687.0
CPI,1.64837
DataHazards,237085889.0
ControlHazards,60440259.0
Stalls,620111791.0
DataStalls,390179640.0
ControlStalls,181320777.0
JumpStalls,48611374.0
Branches,60440259.0
CorrectBranches,0.0
IncorrectBranches,0.0


fft_small 2
Data L1 Read,1082
Data L1 Total Read,6.83317e+07
Data L1 Write,18112
Data L1 Total Write,6.15336e+07
Data L2 Read,507
Data L2 Total Read,1082
Data L2 Write,180
Data L2 Total Write,208
Instruction L1,11971
Instruction L1 Total,5.39993e+08
Instruction L2,3961
Instruction L2 Total,11971
Cycles,1112169019.0
Instructions,539993292.0
InstructionsR,214308458.0
InstructionsI,301379147.0
InstructionsJ,24305687.0
CPI,2.0596
DataHazards,187686177.0
ControlHazards,21344619.0
Stalls,572175721.0
DataStalls,416841252.0
ControlStalls,106723095.0
JumpStalls,48611374.0
Branches,60440259.0
CorrectBranches,0.0
IncorrectBranches,0.0


fft_small 3
Data L1 Read,123904
Data L1 Total Read,6.83317e+07
Data L1 Write,34201
Data L1 Total Write,6.15336e+07
Data L2 Read,1786
Data L2 Total Read,123904
Data L2 Write,3375
Data L2 Total Write,34760
Instruction L1,1.38817e+07
Instruction L1 Total,5.39993e+08
Instruction L2,6.69315e+06
Instruction L2 Total,1.38817e+07
Cycles,970055700.0
Instructions,539993292.0
InstructionsR,214308458.0
InstructionsI,301379147.0
InstructionsJ,24305687.0
CPI,1.79642
DataHazards,138137012.0
ControlHazards,60440259.0
Stalls,430062404.0
DataStalls,200130253.0
ControlStalls,181320777.0
JumpStalls,48611374.0
Branches,60440259.0
CorrectBranches,0.0
IncorrectBranches,0.0


fft_small 4
Data L1 Read,21020
Data L1 Total Read,6.83317e+07
Data L1 Write,24652
Data L1 Total Write,6.15336e+07
Data L2 Read,2221
Data L2 Total Read,21020
Data L2 Write,1890
Data L2 Total Write,8049
Instruction L1,4.5717e+06
Instruction L1 Total,5.39993e+08
Instruction L2,1.72108e+06
Instruction L2 Total,4.5717e+06
Cycles,970055700.0
Instructions,539993292.0
InstructionsR,214308458.0
InstructionsI,301379147.0
InstructionsJ,24305687.0
CPI,1.79642
DataHazards,138137012.0
ControlHazards,60440259.0
Stalls,430062404.0
DataStalls,200130253.0
ControlStalls,181320777.0
JumpStalls,48611374.0
Branches,60440259.0
CorrectBranches,0.0
IncorrectBranches,0.0


fft_small 5
Data L1 Read,1082
Data L1 Total Read,6.83317e+07
Data L1 Write,18112
Data L1 Total Write,6.15336e+07
Data L2 Read,526
Data L2 Total Read,1082
Data L2 Write,180
Data L2 Total Write,208
Instruction L1,11971
Instruction L1 Total,5.39993e+08
Instruction L2,3961
Instruction L2 Total,11971
Cycles,970055700.0
Instructions,539993292.0
InstructionsR,214308458.0
InstructionsI,301379147.0
InstructionsJ,24305687.0
CPI,1.79642
DataHazards,138137012.0
ControlHazards,60440259.0
Stalls,430062404.0
