09,13.77628235,23.55
10,13.68914263,27.77
08,11.68364099,28.82988335
06,12.97906627,30.06099846
23,12.08404615,23.1289457
35,12.18091799,23.70764504
32,14.84780498,23.36348641
26,11.92189006,25.66406813
25,11.10749817,27.72754455
34,15.35379175,23.30488928
40,7.00110648,44.81086332
17,12.11634119,22.91218164
14,11.24467777,27.67880531
28,14.42338674,24.44847673
30,13.99166175,26.7679189
37,18.43143187,21.34806554
15,12.16519524,23.4098375
30,12.59158271,26.06521267
36,19.37144882,20.06972889
38,14.60391817,27.62683512
04,14.30114022,30.7152047
